[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:18:05 | 16-02-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:18:09 | 16-02-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:11:56 | 17-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x0b09770ca70acf8496e01c12a8e93bb2624addb3103de111ba8ddf3d9bfa1041
[09:12:14 | 17-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd25c3891824e470a60128350525b4b63087a2e7c63efa17e96e21f145e90a1b1
[09:15:17 | 17-02-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:15:20 | 17-02-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:08:26 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x577b5b98896fc0fb802e6d5bab3ed1d8fdd45795723cb17c1aab0205d16eb06a
[09:11:29 | 18-02-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:11:32 | 18-02-2025] Bridge Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:09:41 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf725c41ed59b3b89fab7bd2c3104e223ad37a800f836e07453a40492278e52ff
[09:09:50 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf7ddf5ff4ab2da9c0d2ca4dc8fb5f4cd5c51b461ddd0a91ed7f72aca1fe0986a
[09:12:53 | 19-02-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:12:56 | 19-02-2025] Bridge Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:09:56 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x797dafb1c7846c9634c7082d42fbb13e930797a0b65c36fe3bd84d896c48a254
[09:10:15 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x47027c6c1602a487fca8b0e05184f514dcf95e6dce5e9c22d28f81ee38f429ed
[09:13:18 | 20-02-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:13:21 | 20-02-2025] Bridge Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:10:13 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x0a77456354f26190ac5db1e2d9c5cc400d91753f9cf512d7117f0bef8ccbf4c7
[09:10:27 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x699f99ee32ab408c0a1c5d382bb9db879c32de6257019f53b6d12b34c186d244
[09:13:30 | 21-02-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:13:32 | 21-02-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:06:26 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf308269bcb6885a6137fd3f243a7c87d57bc30aa24c8018b45b7c78f300b105e
[09:09:29 | 22-02-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:09:32 | 22-02-2025] Bridge Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:15:05 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xada9c6d7944a2a48aec6cbeb99ec8c380f46af3d7c609c47a2c9a0aad8fbe9a1
[09:15:12 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4bc54be17229ee77687a1e1719a67142f396b3a8ab1a4f2d034f23510fa91097
[09:18:15 | 23-02-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:18:18 | 23-02-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:14:16 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb4b7978b4ec78fae95076b2774073c90f2269a51001b682241f68446cf284543
[09:14:28 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf2eed4616fab8c568aebaf7523d7b0be95c735fe7d13b49d7f1083c19c2c655d
[09:17:31 | 24-02-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:17:34 | 24-02-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:12:27 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9f9b2536d8a5e9ad70ccec38a1802e9fd32fb32e352e0b9d5969171098cfac2e
[09:15:29 | 25-02-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:15:32 | 25-02-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:11:55 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb23b5b08423b9ce0c869b6273d67c31bf9b35f2364a9386c3deca073406e8bde
[09:12:03 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x33b907161001a7259e37a2f7b84bf83b1d49af9dcedd33ef7475c5cdd57678f2
[09:15:06 | 26-02-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:15:09 | 26-02-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:13:13 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc2eef9aa09de149ed20c26b9727f8484a9f46f0423b7d8d8908d350e83db4850
[09:16:16 | 27-02-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:16:19 | 27-02-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:13:41 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7c13f522a1ce0620dea70700f525e6e3a7034428ca85bae43d6754e21f9efa1b
[09:13:50 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xea1a4c25b6153fffc2f71145bc60818ae9817965e484338ddfe8b9fe5bf2f0c0
[09:16:53 | 28-02-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:16:56 | 28-02-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:17:36 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb5a5b5f2e42d8e1449ce475de7232eaf8d5fff1ec3a7232606eaa43ab0db57b8
[09:17:51 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa63769ff68cedb822e8cc2b4b45ed941fa7f8660fe2743b603b6824d5ae1ee5c
[09:20:54 | 01-03-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:20:57 | 01-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:16:41 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3dde29651934d5902972083f51f579b0fb5e372360abec0a2422c934d681d3da
[09:16:52 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xae57d82a63e05727446dd8e8f42bf9f87bfb9b72866702ef8984a127bc4f4163
[09:19:55 | 02-03-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:19:58 | 02-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:14:51 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf7270bb0b25b48547bf1723da01d27b4c58dbaa0882cd61d9c4e0d572c29ce4a
[09:15:03 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x56c7c4b97bb1087286e8b1ba3653a43c42136ed093376f8f3db9c01bcd2783e2
[09:18:06 | 03-03-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:18:09 | 03-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:14:26 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1f83fad6a6425891606e12e21e1054648138ada56e46aeb983ed42a012a410c0
[09:14:49 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x18a0f1de0a5b4c0782584c7b853dd857d98ddc757ea773de391586375c4bbd6b
[09:17:53 | 04-03-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:17:56 | 04-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:14:11 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3674ce0e4cdf1833032980f45a61d1f917e2b6ddf8d334036e1b54f8582c473f
[09:14:26 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf078a03c78f4cf10648eb707a0cf6e82e67490ef074ab7a2bb53a81158152ef1
[09:17:29 | 05-03-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:17:32 | 05-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:14:29 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe871913c2d5d9a5cfba3070f19491a552a2115f58f1044634cfbb38a2f0a1000
[09:14:41 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcc72d0292937aa38ef54b5237c04e0647dcbda90f37c0b1c0fa064ecb3a5d90c
[09:17:44 | 06-03-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:17:47 | 06-03-2025] Bridge Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:15:22 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd73c96da7adce00485acbdd7bd11d6b9ecb990ee3a2858f79da920714034afdc
[09:15:40 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfbe85c1df555f7c84ca186f2fd8644eb3609dc2520df9f66b8a1ca61e0454fe5
[09:18:43 | 07-03-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:18:46 | 07-03-2025] Bridge Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[08:45:02 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb62b5a0cd78998dc414f110f1a124fbf99d55d0fb169559e80a3bb92ff33fc64
[08:45:15 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe2da0fa451772ded2f19a4d22f52e41ac9dacf945d34a69be047317ff98ff73f
[08:48:18 | 08-03-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[08:48:21 | 08-03-2025] Bridge Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[08:55:39 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xa0eeb2759db5f2a13e4c3f5e4ec6de67337a8b8f3914352952f7031949b1d105
[08:55:50 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x64cfea2444b533c78d7501766645387a9594e20aee719bc1fb18281a0cac0c5b
[08:58:53 | 09-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[08:58:56 | 09-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[08:57:26 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3344d7995e7359436caddb11a216d87c548307c1cf9df8deaf6de3000cd5ef0b
[08:57:37 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x153b27e8cc492abc646eeaf79a76326eff6731ec9b8e2ba661a767dad1dbfe40
[09:00:40 | 10-03-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:00:44 | 10-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:15:14 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x93416f9dea5fde67c0f23f9c9f837778d41b552f3e70b8e9d5950d25c23d04b1
[09:15:38 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa82e26b5527100131b138003cf6fefa0e4e2cf4fd779fca253b39821ba985de3
[09:18:41 | 11-03-2025] Transfer Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
[09:18:44 | 11-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:14:15 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc7652fecf5d1e0eb63c0d6f7e27c61de6b9c56e6cda3f450ef493690f9edf9cd
[09:17:18 | 12-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:17:21 | 12-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:15:37 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x722eef0c7a63f11fdaf6930de30c54ac2b8cf30fd2b3e0742440d277b7ba9bbf
[09:18:40 | 13-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:18:44 | 13-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:14:25 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4965a9dfb383f01722fc40b0b584af0699f79bd2a78498111d94f57285c05a5a
[09:17:28 | 14-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:17:31 | 14-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:12:37 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3da411ca9c12fe79f0683107249f6243cf19663e508d9931a6e74bb8da630350
[09:15:40 | 15-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:15:43 | 15-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:20:27 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4f086c93ac52351e360f9e5255e5af25e7d98f539004291528743f70d8e28985
[09:23:31 | 16-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:23:33 | 16-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:18:27 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x97bf9e93534ad7887eca611362c96106a2097801e459ec7d60ab71cdd06fa526
[09:21:30 | 17-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:21:34 | 17-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:17:15 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb9ac53029fc01065d53cf54800643d22b296d5de92bfb31953d63336ba4ffd35
[09:20:18 | 18-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:20:21 | 18-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:16:49 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x84db56f09d18ce39c25191f7bd42a64187ec0da168cb3c277e10b536153eb69f
[09:19:52 | 19-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:19:55 | 19-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:15:40 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8db52b086e594f14d9253906c47d18b8599836333aaa4543168c77482b74ec1c
[09:18:43 | 20-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:18:46 | 20-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:17:40 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x41f18cefb2835213835331d0954dcc2368a4d7403fc05227882a222d84aa0524
[09:20:43 | 21-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:20:46 | 21-03-2025] Bridge Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
Error:
[09:14:01 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x649098c525af1067a17af04b4cc5de439e8c91bc860c3c70bfb53128045d1420
[09:17:04 | 22-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:17:07 | 22-03-2025] Bridge Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
Error:
[09:22:50 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x60eb04747686547765085f9191d523ed89afb2db6f6050e3d1a2db6bda35246d
[09:25:53 | 23-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:25:55 | 23-03-2025] Bridge Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
Error:
[09:20:49 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9e0daba8a0b44fab41647252878217ea98ca268d64cd2964a8559e3605750b92
[09:23:52 | 24-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:23:55 | 24-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:18:37 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x42bf29843d4774de450714f1e9b5cf5c328e807da25f7117e962b28124f0833d
[09:21:40 | 25-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:21:43 | 25-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:17:25 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xea1c16edd4e3dc6a26d1b1f3ff3aa1a27d191e80bdca78f2709f46c02735a733
[09:20:28 | 26-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:20:31 | 26-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:17:51 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb4a4e7b9e1fa503ddf462ffa9b3a3e40f8d63a7a5c18511f0a79de6da3d57760
[09:20:54 | 27-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:20:57 | 27-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:19:15 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9f54d675cde4e2f073059497f17bce5152ccece423f16ea1c4a4e3f2adfe34d6
[09:22:18 | 28-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:22:21 | 28-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:15:51 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x53e282d90cc37976fda37955028948990db7ef7e4afaee186ea2d34faab99145
[09:18:54 | 29-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:18:57 | 29-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:24:13 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2918103da72cc09b9e11089ff048ac1360dc49134bde069a05ad1cbb75e5b5c9
[09:27:16 | 30-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:27:20 | 30-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:23:41 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x04f81740a745daa6067e44540ac0172de5df94ebbe01bb901b0b72b9f73fb24c
[09:26:44 | 31-03-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:26:47 | 31-03-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:30:16 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf417ca66fdb4ab26bb34ad32b5a23a9ddd67332133f0ee70a9f813daace313dc
[09:33:19 | 01-04-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:33:22 | 01-04-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:19:37 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2d56d89f28fd50c8cfbd7ac48f04085a4408d519cce1742037d5496cc0290adf
[09:22:40 | 02-04-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:22:43 | 02-04-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:19:01 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0ac4ca36a1afbd59849759c19bb0e57c1348f23ed0cce171b57f25b3abbc797b
[09:22:04 | 03-04-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
[09:22:07 | 03-04-2025] Bridge Task successful for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC
Error:
[09:18:13 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa4cd6bf4b85d36f36bab6b74083004fb966950564fed23c169882a9946ad6818
[09:21:16 | 04-04-2025] Transfer Task failed for 0x0000013Fd54aF5eAb9c87b4bbc1f04b228dcCAaC: Request failed with status code 400
